Customer ID,Country,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,RFM_Segment,Segment,Churn_Probability,CLV_Estimate,log_Recency,log_Frequency,log_Monetary,Cluster,DBSCAN_Cluster,PC1,PC2
16013,United Kingdom,3,43,26803.6,5,1,1,7,511,Champions,0.05,3261104.67,1.3862943611198906,3.784189633918261,10.196328793561229,1,-1,4.858348382352982,0.795035334419185
15838,United Kingdom,11,19,26331.68,5,1,1,7,511,Champions,0.05,873733.02,2.4849066497880004,2.995732273553991,10.17856603234669,1,-1,3.7274447029024045,1.1566424388788659
13777,United Kingdom,0,31,22322.2,5,1,1,7,511,Champions,0.05,8147603.0,0.0,3.4657359027997265,10.013381775394496,1,-1,4.996229747890721,-0.24990430051262214
12753,Japan,22,6,21429.39,4,1,1,6,411,Champions,0.05,355533.06,3.1354942159291497,1.9459101490553128,9.972565287088774,1,-1,2.435417970615595,1.0713547177646552
17675,United Kingdom,1,31,20374.28,5,1,1,7,511,Champions,0.05,7436612.2,0.6931471805599453,3.4657359027997265,9.922077680345929,1,-1,4.6950994645984085,0.1434357108815892
17949,United Kingdom,7,34,20060.72,5,1,1,7,511,Champions,0.05,1046023.26,2.079441541679836,3.555348061489413,9.906568800611913,1,-1,4.254393066578152,1.0262911425957402
15039,United Kingdom,9,47,19914.44,5,1,1,7,511,Champions,0.05,807641.18,2.302585092994046,3.871201010907891,9.89925058927075,1,-1,4.454350235165181,1.2844875206023902
17381,United Kingdom,8,29,18949.61,5,1,1,7,511,Champions,0.05,864575.96,2.19722457733622,3.4011973816621555,9.8495913999661,1,-1,4.043569816874563,1.0176891279566955
12731,France,23,12,18751.91,4,1,1,6,411,Champions,0.05,297584.66,3.1780538303479458,2.5649493574615367,9.839104219356283,1,-1,2.9165576395668316,1.290758116797864
15159,United Kingdom,1,30,18641.01,5,1,1,7,511,Champions,0.05,6803968.65,0.6931471805599453,3.4339872044851463,9.83317291504409,1,-1,4.6235831303410215,0.09849383932340787
17428,United Kingdom,0,28,17256.85,5,1,1,7,511,Champions,0.05,6298750.25,0.0,3.367295829986474,9.756022391409203,1,-1,4.783282963155236,-0.38255589237842647
13767,United Kingdom,2,37,17220.36,5,1,1,7,511,Champions,0.05,3142715.7,1.0986122886681098,3.6375861597263857,9.753905752795765,1,-1,4.619543409613286,0.3987252652789813
13881,United Kingdom,3,20,17159.52,5,1,1,7,511,Champions,0.05,2087741.6,1.3862943611198906,3.044522437723423,9.75036667561313,1,-1,3.973529540119996,0.342670054755444
16839,United Kingdom,8,34,16594.35,5,1,1,7,511,Champions,0.05,757117.22,2.19722457733622,3.555348061489413,9.716877814621636,1,-1,4.119491184960679,1.029401324737206
12921,United Kingdom,9,37,16587.09,5,1,1,7,511,Champions,0.05,672698.65,2.302585092994046,3.6375861597263857,9.716440246960428,1,-1,4.154720075580724,1.1262615055327028
12471,Germany,2,27,16548.05,5,1,1,7,511,Champions,0.05,3020019.12,1.0986122886681098,3.332204510175204,9.714083977344972,1,-1,4.323603662964555,0.26475696411243155
15856,United Kingdom,4,27,16386.31,5,1,1,7,511,Champions,0.05,1495250.79,1.6094379124341005,3.332204510175204,9.704262533801844,1,-1,4.129307096898629,0.5756610574591565
17677,United Kingdom,1,30,16363.23,5,1,1,7,511,Champions,0.05,5972578.95,0.6931471805599453,3.4339872044851463,9.702853134193733,1,-1,4.560934035802276,0.05081202289739209
15189,United Kingdom,1,41,16225.39,5,1,1,7,511,Champions,0.05,5922267.35,0.6931471805599453,3.737669618283368,9.694394208164743,1,-1,4.832123451058138,0.1664508596938463
14051,United Kingdom,0,23,15610.39,5,1,1,7,511,Champions,0.05,5697792.35,0.0,3.1780538303479458,9.655756055028828,1,-1,4.563553763427901,-0.4932315366352936
15513,United Kingdom,33,19,14758.22,3,1,1,5,311,Champions,0.25,163234.86,3.5263605246161616,2.995732273553991,9.599623251229634,1,-1,3.0626282788224652,1.5860039890665452
12678,France,42,9,14698.98,3,1,1,5,311,Champions,0.25,127741.14,3.7612001156935615,2.302585092994046,9.595601412221685,1,-1,2.3452779266073556,1.4581082114750659
16133,United Kingdom,3,33,14589.04,5,1,1,7,511,Champions,0.05,1774999.87,1.3862943611198906,3.5263605246161616,9.588094383116912,1,-1,4.332254931047208,0.47168651066278094
14031,United Kingdom,7,17,14454.86,5,1,1,7,511,Champions,0.05,753717.7,2.079441541679836,2.8903717578961645,9.578855147665124,1,-1,3.494119605799354,0.6463936491586777
14866,United Kingdom,10,11,14353.4,5,1,1,7,511,Champions,0.05,523899.1,2.3978952727983707,2.4849066497880004,9.571811794398457,1,-1,3.0050395381676607,0.681348670899313
16705,United Kingdom,0,20,14034.99,5,1,1,7,511,Champions,0.05,5122771.35,0.0,3.044522437723423,9.549380024249162,1,-1,4.391383186047909,-0.5843608701996863
12433,Norway,0,7,13375.87,5,1,1,7,511,Champions,0.05,4882192.55,0.0,2.079441541679836,9.50128237507538,1,-1,3.4935175378631222,-0.9792865279561938
15498,United Kingdom,2,27,13316.4,5,1,1,7,511,Champions,0.05,2430243.0,1.0986122886681098,3.332204510175204,9.496826729846124,1,-1,4.21916080901737,0.18526619053326968
12477,Germany,22,6,13219.74,4,1,1,6,411,Loyal Customers,0.05,219327.5,3.1354942159291497,1.9459101490553128,9.489542087633344,2,-1,2.20321249966074,0.8946246513414523
17735,United Kingdom,2,19,13110.02,5,1,1,7,511,Champions,0.05,2392578.65,1.0986122886681098,2.995732273553991,9.481208376934894,1,-1,3.906676140014662,0.047997710249655594
16525,United Kingdom,2,26,13027.45,5,1,1,7,511,Champions,0.05,2377509.62,1.0986122886681098,3.295836866004329,9.474890706788235,1,-1,4.175652013219658,0.16302113920564257
14258,United Kingdom,9,9,12669.98,5,1,1,7,511,Champions,0.05,513838.08,2.302585092994046,2.302585092994046,9.447069618390277,1,-1,2.8151876686126966,0.5057443173692369
13078,United Kingdom,3,26,12627.94,5,1,1,7,511,Champions,0.05,1536399.37,1.3862943611198906,3.295836866004329,9.443746284664895,1,-1,4.053916701840859,0.32874177899754026
15640,United Kingdom,4,15,12515.66,5,1,1,7,511,Champions,0.05,1142053.98,1.6094379124341005,2.772588722239781,9.43481583590086,1,-1,3.4925426527101218,0.25827634020452794
16333,United Kingdom,7,17,12474.64,5,1,1,7,511,Champions,0.05,650463.37,2.079441541679836,2.8903717578961645,9.431533221908996,1,-1,3.4232970093055504,0.5924910338105359
12621,Germany,1,20,12411.67,5,1,1,7,511,Champions,0.05,4530259.55,0.6931471805599453,3.044522437723423,9.426473004130738,1,-1,4.075060315509953,-0.20258383767079619
12681,France,14,22,12365.54,5,1,1,7,511,Champions,0.05,322387.29,2.70805020110221,3.1354942159291497,9.42274971728736,1,-1,3.407965875075454,1.0721278471943252
17340,United Kingdom,29,11,12353.29,4,1,1,6,411,Champions,0.05,155481.06,3.4011973816621555,2.4849066497880004,9.421758650158734,1,-1,2.560563457707852,1.2441450100392264
14606,United Kingdom,1,90,12006.65,5,1,1,7,511,Champions,0.05,4382427.25,0.6931471805599453,4.51085950651685,9.393299225653331,1,-1,5.3881916259017,0.35858721776596514
17857,United Kingdom,4,19,11732.04,5,1,1,7,511,Champions,0.05,1070548.65,1.6094379124341005,2.995732273553991,9.370164072605574,1,-1,3.6637183459026423,0.32186606094373216
12939,United Kingdom,64,8,11581.8,3,1,1,5,311,Loyal Customers,0.25,66052.45,4.174387269895637,2.19722457733622,9.357276518099342,2,-1,1.9818690482215495,1.5841002430300843
12540,Spain,19,17,11580.24,4,1,1,6,411,Champions,0.05,222462.51,2.995732273553991,2.8903717578961645,9.357141826568643,1,-1,3.0474853021837824,1.1294008518811822
15125,United Kingdom,25,15,11528.48,4,1,1,6,411,Champions,0.05,168315.81,3.258096538021482,2.772588722239781,9.35266251250627,1,-1,2.8412067908856087,1.2432396746342074
14194,United Kingdom,4,21,11349.52,5,1,1,7,511,Champions,0.05,1035643.7,1.6094379124341005,3.091042453358316,9.337018836838048,1,-1,3.7341728892319805,0.34700317116782825
12971,United Kingdom,3,86,11189.91,5,1,1,7,511,Champions,0.05,1361439.05,1.3862943611198906,4.465908118654584,9.32285712060894,1,-1,5.0563467353450715,0.7419851771854199
14895,United Kingdom,7,20,11138.71,5,1,1,7,511,Champions,0.05,580804.16,2.079441541679836,3.044522437723423,9.31827148082645,1,-1,3.508569532083348,0.6113203333147632
12409,Switzerland,78,3,11072.67,2,2,1,5,221,Potential Loyal,0.25,51814.42,4.3694478524670215,1.3862943611198906,9.312325497408466,0,-1,1.152847420235855,1.3706877755215565
17581,United Kingdom,0,25,11045.04,5,1,1,7,511,Champions,0.05,4031439.6,0.0,3.258096538021482,9.309827271674928,1,-1,4.469804408277185,-0.5885059464174595
12682,France,3,31,11028.22,5,1,1,7,511,Champions,0.05,1341766.77,1.3862943611198906,3.4657359027997265,9.30830339351857,1,-1,4.142800216588364,0.34561266468082286
15482,United Kingdom,15,11,11014.96,4,1,1,6,411,Champions,0.05,268030.69,2.772588722239781,2.4849066497880004,9.307100409319837,1,-1,2.7387295149051414,0.8151809691863137
13319,United Kingdom,5,26,10845.55,5,1,1,7,511,Champions,0.05,791725.15,1.791759469228055,3.295836866004329,9.29160233605445,1,-1,3.8303017999529483,0.522705650884588
17107,United Kingdom,33,6,10815.43,3,1,1,5,311,Loyal Customers,0.25,119625.21,3.5263605246161616,1.9459101490553128,9.28882155340966,2,-1,1.9616630358947689,1.0618271936370336
13340,United Kingdom,45,7,10736.48,3,1,1,5,311,Loyal Customers,0.25,87084.78,3.828641396489095,2.079441541679836,9.28149570365981,2,-1,1.9669923255885466,1.2974587549574277
14769,United Kingdom,2,8,10673.1,5,1,1,7,511,Champions,0.05,1947840.75,1.0986122886681098,2.19722457733622,9.27557552540912,1,-1,3.0840589722294287,-0.33944060345641325
17139,United Kingdom,15,12,10668.47,4,1,1,6,411,Champions,0.05,259599.44,2.772588722239781,2.5649493574615367,9.2751416710846,1,-1,2.795916102944505,0.8347829193621689
12901,United Kingdom,8,25,10663.04,5,1,1,7,511,Champions,0.05,486501.2,2.19722457733622,3.258096538021482,9.274632612789244,1,-1,3.637462081816838,0.7513717772409192
14607,United Kingdom,15,10,10639.9,4,1,1,6,411,Champions,0.05,258904.23,2.772588722239781,2.3978952727983707,9.272460345784568,1,-1,2.643210286833128,0.7684870255012133
16779,United Kingdom,2,22,10629.72,5,1,1,7,511,Champions,0.05,1939923.9,1.0986122886681098,3.1354942159291497,9.271503201873838,1,-1,3.932543201006119,0.025914267332138665
13113,United Kingdom,0,24,10545.96,5,1,1,7,511,Champions,0.05,3849275.4,0.0,3.218875824868201,9.26359294572178,1,-1,4.4120285979005684,-0.620756831712882
17865,United Kingdom,30,20,10524.22,4,1,1,6,411,Champions,0.05,128044.68,3.4339872044851463,3.044522437723423,9.261529560944952,1,-1,2.978599527167123,1.4245061370298657
17706,United Kingdom,4,17,10504.49,5,1,1,7,511,Champions,0.05,958534.71,1.6094379124341005,2.8903717578961645,9.259653256646304,1,-1,3.5150939511243284,0.24023813455764007
15251,United Kingdom,9,11,10484.99,5,1,1,7,511,Champions,0.05,425224.59,2.302585092994046,2.4849066497880004,9.257795359479534,1,-1,2.8894523343939724,0.5077761703328206
14062,United Kingdom,9,12,10464.85,5,1,1,7,511,Champions,0.05,424407.81,2.302585092994046,2.5649493574615367,9.255872854706382,1,-1,2.961078348416677,0.5383678732593549
15615,United Kingdom,10,23,10399.74,5,1,1,7,511,Champions,0.05,379590.51,2.3978952727983707,3.1780538303479458,9.249632236444302,1,-1,3.4784214229958725,0.8344754222685506
16180,United Kingdom,100,8,10254.18,2,1,1,4,211,Loyal Customers,0.6,37427.76,4.61512051684126,2.19722457733622,9.235538222765896,2,-1,1.7597826283076317,1.8109024003036065
16843,United Kingdom,42,16,10196.57,3,1,1,5,311,Champions,0.25,88613.05,3.7612001156935615,2.833213344056216,9.22990473559571,1,-1,2.6504334955048248,1.5317710948051626
13001,United Kingdom,4,13,9818.82,5,1,1,7,511,Champions,0.05,895967.32,1.6094379124341005,2.6390573296152584,9.192158071241616,1,2,3.254856869779485,0.11728381185371287
13199,United Kingdom,3,37,9802.12,5,1,1,7,511,Champions,0.05,1192591.27,1.3862943611198906,3.6375861597263857,9.190455981337472,1,-1,4.241911043034105,0.3696843287088045
15078,United Kingdom,7,32,9743.11,5,1,1,7,511,Champions,0.05,508033.59,2.079441541679836,3.49650756146648,9.184418278884316,1,-1,3.853898388668813,0.7390629386102334
13458,United Kingdom,7,14,9646.57,5,1,1,7,511,Champions,0.05,502999.72,2.079441541679836,2.70805020110221,9.174461349151194,1,-1,3.134458770598954,0.42714863678518605
14733,United Kingdom,16,12,9585.91,4,1,1,6,411,Champions,0.05,218678.57,2.833213344056216,2.5649493574615367,9.168153905320404,1,-1,2.7219847829575587,0.832962368935428
12709,Germany,15,15,9430.52,4,1,1,6,411,Champions,0.05,229475.99,2.772588722239781,2.772588722239781,9.151812550336995,1,-1,2.924830719137865,0.8708417515034078
16523,United Kingdom,1,21,9418.47,5,1,1,7,511,Champions,0.05,3437741.55,0.6931471805599453,3.091042453358316,9.150534102717932,1,0,3.9845726812106594,-0.285356835920148
12590,Germany,211,1,9341.26,1,4,1,6,141,Potential Loyal,0.85,16159.05,5.356586274672012,0.6931471805599453,9.142303471974278,0,-1,0.07650579868454326,1.645219582318049
14367,United Kingdom,8,16,9261.52,5,1,1,7,511,Champions,0.05,422556.85,2.19722457733622,2.833213344056216,9.133731428846277,1,-1,3.184614591622228,0.5336974806165445
14667,United Kingdom,10,25,9236.95,5,1,1,7,511,Champions,0.05,337148.68,2.3978952727983707,3.258096538021482,9.131075278548971,1,-1,3.4939773390453723,0.8223925400597213
12744,Singapore,56,4,9120.39,3,2,1,6,321,Loyal Customers,0.25,59445.4,4.04305126783455,1.6094379124341005,9.118377483735507,2,-1,1.382996743727967,1.186019131780213
18092,United Kingdom,2,11,9068.26,5,1,1,7,511,Champions,0.05,1654957.45,1.0986122886681098,2.4849066497880004,9.11264595212913,1,-1,3.2664865478056555,-0.2865757959017013
13969,United Kingdom,7,18,9053.94,5,1,1,7,511,Champions,0.05,472098.3,2.079441541679836,2.9444389791664403,9.111065744122175,1,-1,3.3182437347486107,0.49637658632017806
12451,Switzerland,10,5,8995.52,5,1,1,7,511,Loyal Customers,0.05,328336.48,2.3978952727983707,1.791759469228055,9.104593114876858,2,-1,2.152167414132204,0.239394378532591
13488,United Kingdom,17,13,8968.31,4,1,1,6,411,Champions,0.05,192554.89,2.8903717578961645,2.6390573296152584,9.101564029017188,1,-1,2.735931465008746,0.8727634540144787
13090,United Kingdom,8,13,8895.82,5,1,1,7,511,Champions,0.05,405871.79,2.19722457733622,2.6390573296152584,9.093449188501388,1,-1,2.9892677276813826,0.4430477258724505
16033,United Kingdom,5,20,8816.4,5,1,1,7,511,Champions,0.05,643597.2,1.791759469228055,3.044522437723423,9.084482320962824,1,-1,3.5029423746482298,0.34866495085402066
17017,United Kingdom,2,20,8694.26,5,1,1,7,511,Champions,0.05,1586702.45,1.0986122886681098,3.044522437723423,9.070533328583988,1,-1,3.7534739646208686,-0.08318539535074225
17243,United Kingdom,1,26,8668.45,5,1,1,7,511,Champions,0.05,3163984.25,0.6931471805599453,3.295836866004329,9.067560630622806,1,0,4.1303089653516185,-0.23564487053352523
17306,United Kingdom,10,19,8631.31,5,1,1,7,511,Champions,0.05,315042.82,2.3978952727983707,2.995732273553991,9.063267419175418,1,1,3.223574440067767,0.6950035478748957
16656,United Kingdom,22,15,8625.8,4,1,1,6,411,Champions,0.05,143109.86,3.1354942159291497,2.772588722239781,9.062628915777823,1,1,2.747277467020795,1.0616392671921895
12567,France,22,10,8609.28,4,1,1,6,411,Champions,0.05,142835.78,3.1354942159291497,2.3978952727983707,9.060712117218204,1,-1,2.4067361188968652,0.9144402172228545
14527,United Kingdom,2,55,8507.82,5,1,1,7,511,Champions,0.05,1552677.15,1.0986122886681098,4.02535169073515,9.048858551553648,1,-1,4.632071880312501,0.2923690009142948
18139,United Kingdom,17,6,8438.34,4,1,1,6,411,Loyal Customers,0.05,181176.12,2.8903717578961645,1.9459101490553128,9.040659385480163,2,-1,2.0783881413036607,0.5794726350568842
15358,United Kingdom,4,22,8347.2,5,1,1,7,511,Champions,0.05,761682.0,1.6094379124341005,3.1354942159291497,9.029801225744318,1,-1,3.6267738768300446,0.2519771729834438
16558,United Kingdom,0,20,8338.49,5,1,1,7,511,Champions,0.05,3043548.85,0.0,3.044522437723423,9.028757342403852,1,-1,4.141102381390979,-0.7748479549767345
14056,United Kingdom,1,23,8214.65,5,1,1,7,511,Champions,0.05,2998347.25,0.6931471805599453,3.1780538303479458,9.013796150895738,1,0,3.9977047427609538,-0.3013672262540923
14936,Channel Islands,33,8,8137.02,3,1,1,5,311,Loyal Customers,0.25,90000.37,3.5263605246161616,2.19722457733622,9.004302186164907,2,-1,2.052674901819151,1.055985310813342
16672,United Kingdom,2,20,8134.94,5,1,1,7,511,Champions,0.05,1484626.55,1.0986122886681098,3.044522437723423,9.004046563069934,1,-1,3.721511543942397,-0.10751178484675371
13854,United Kingdom,8,25,8109.52,5,1,1,7,511,Champions,0.05,369996.85,2.19722457733622,3.258096538021482,9.000917263426343,1,-1,3.505877922550695,0.6512239335586839
14952,United Kingdom,59,11,8099.49,3,1,1,5,311,Champions,0.25,50107.01,4.0943445622221,2.4849066497880004,8.999679832658012,1,-1,2.100418658562972,1.51646011261748
16210,United Kingdom,1,17,8058.7,5,1,1,7,511,Champions,0.05,2941425.5,0.6931471805599453,2.8903717578961645,8.99463161396429,1,-1,3.7277384140411445,-0.42085720673884963
18109,United Kingdom,1,26,8052.97,5,1,1,7,511,Champions,0.05,2939334.05,0.6931471805599453,3.295836866004329,8.99392041654725,1,0,4.094907641750789,-0.26258858656965883
14796,United Kingdom,1,17,8020.93,5,1,1,7,511,Champions,0.05,2927639.45,0.6931471805599453,2.8903717578961645,8.989934320288436,1,-1,3.725480267245205,-0.4225758675076878
15290,United Kingdom,4,18,7943.22,5,1,1,7,511,Champions,0.05,724818.82,1.6094379124341005,2.9444389791664403,8.98019989919854,1,-1,3.429757541388516,0.15913006402802257
14849,United Kingdom,21,25,7930.54,4,1,1,6,411,Champions,0.05,137840.34,3.091042453358316,3.258096538021482,8.978602495018041,1,-1,3.163441213274372,1.1933519569179025
13093,United Kingdom,275,8,7832.47,1,1,1,3,111,Potential Loyal,0.85,10395.82,5.62040086571715,2.19722457733622,8.966160858120457,0,-1,1.2572092338163325,2.3312579473553465
17811,United Kingdom,4,39,7831.03,5,1,1,7,511,Champions,0.05,714581.49,1.6094379124341005,3.688879454113936,8.965977014642235,1,-1,4.097676471824593,0.4449876470534884
12435,Denmark,79,2,7829.89,2,3,1,6,231,Potential Loyal,0.25,36176.07,4.382026634673881,1.0986122886681098,8.965831447914955,0,-1,0.7208546285636109,1.1391777499011468
13629,United Kingdom,23,11,7792.36,4,1,1,6,411,Champions,0.05,123661.37,3.1780538303479458,2.4849066497880004,8.961027368080067,1,-1,2.421886386429754,0.9381894470872929
15044,United Kingdom,19,17,7700.23,4,1,1,6,411,Champions,0.05,147925.47,2.995732273553991,2.8903717578961645,8.9491353353444,1,1,2.8513428817903583,0.9801181375592741
15194,United Kingdom,3,15,7616.53,5,1,1,7,511,Champions,0.05,926677.82,1.3862943611198906,2.772588722239781,8.938207449152076,1,2,3.3366182525339214,-0.060806052056164024
12683,France,4,14,7612.57,5,1,1,7,511,Champions,0.05,694647.01,1.6094379124341005,2.70805020110221,8.937687460433043,1,2,3.195059024401356,0.051152142161145976
18172,United Kingdom,14,20,7561.68,5,1,1,7,511,Champions,0.05,197143.8,2.70805020110221,3.044522437723423,8.930980903708734,1,1,3.089099823632341,0.8566297421778802
13263,United Kingdom,1,34,7428.85,5,1,1,7,511,Champions,0.05,2711530.25,0.6931471805599453,3.555348061489413,8.913260949082714,1,-1,4.291351306986609,-0.19063678625398917
15465,United Kingdom,19,18,7354.62,4,1,1,6,411,Champions,0.05,141286.12,2.995732273553991,2.9444389791664403,8.903219925879805,1,1,2.8782760053986993,0.9844576751485541
13018,United Kingdom,16,28,7277.7,4,1,1,6,411,Champions,0.05,166022.53,2.833213344056216,3.367295829986474,8.892707553816384,1,-1,3.3168104677964645,1.045882777409064
18229,United Kingdom,11,20,7276.9,5,1,1,7,511,Champions,0.05,241460.77,2.4849066497880004,3.044522437723423,8.892597638039238,1,1,3.153459625464494,0.705204216453668
16923,United Kingdom,12,19,7247.61,5,1,1,7,511,Champions,0.05,220448.14,2.5649493574615367,2.995732273553991,8.888565005329367,1,1,3.077592841374595,0.7339322700991848
16729,United Kingdom,38,21,7236.6,3,1,1,5,311,Champions,0.25,69509.45,3.6635616461296463,3.091042453358316,8.887044938711531,1,-1,2.7555391293426545,1.4470179266884955
16745,United Kingdom,86,17,7194.3,2,1,1,4,211,Champions,0.25,30533.95,4.465908118654584,2.8903717578961645,8.881183314074189,1,-1,2.2730717057712844,1.8603918408124756
16873,United Kingdom,4,6,7123.62,5,1,1,7,511,Loyal Customers,0.05,650030.32,1.6094379124341005,1.9459101490553128,8.871311670381246,2,-1,2.4723508149920184,-0.27111532506813774
13324,United Kingdom,36,10,7121.95,3,1,1,5,311,Champions,0.25,72208.66,3.610917912644224,2.3978952727983707,8.871077244439467,1,-1,2.1391353869493233,1.1377578635641599
13985,United Kingdom,4,15,7060.13,5,1,1,7,511,Champions,0.05,644236.86,1.6094379124341005,2.772588722239781,8.862360374336811,1,2,3.2173440903987793,0.04882451292045422
14961,United Kingdom,10,9,7044.68,5,1,1,7,511,Champions,0.05,257130.82,2.3978952727983707,2.302585092994046,8.860169942031078,1,4,2.4976742466897193,0.349686762138363
12989,United Kingdom,3,15,6924.11,5,1,1,7,511,Champions,0.05,842433.38,1.3862943611198906,2.772588722239781,8.842909215405916,1,2,3.290805191643386,-0.09567407330019746
15502,United Kingdom,15,10,6923.98,4,1,1,6,411,Champions,0.05,168483.51,2.772588722239781,2.3978952727983707,8.842890442964727,1,4,2.436701610428411,0.6113146214751736
16713,United Kingdom,18,15,6923.13,4,1,1,6,411,Champions,0.05,140385.69,2.9444389791664403,2.772588722239781,8.842767691394254,1,1,2.7124862645002805,0.8635696687772793
13027,United Kingdom,113,6,6912.0,2,1,1,4,211,Potential Loyal,0.6,22326.37,4.736198448394496,1.9459101490553128,8.841158975945264,0,-1,1.2974675619119425,1.6428901733719041
16187,United Kingdom,31,15,6911.44,4,1,1,6,411,Champions,0.25,81376.63,3.4657359027997265,2.772588722239781,8.841077965865253,1,4,2.51821283153212,1.1838958366424113
